DATE,TIME,VISALBEDOCAL,SWIRALBEDOCAL,TIRALBEDOCAL,CAMTEMPERATURE,SWIRTEMPERATURE,AMBTEMPERATURE,EXTTEMPERATURE,WDS/PIX,HDRWDS,XTABXLATE,YTABXLATE,GXPOS,GYPOS,GXLGTH,GXNO.,GYLGTH,GYNO.,FXLGTH,FROMDEPTH,TODEPTH,DEPTHINTERVAL,TRAYTYPE,WVLSTART,WVLEND,TOPVIS,XSPEED,PIXRATE,PIXMM,TOTINTSEC/PIX,BASEHT,PROFILPOSOFFSMM,PROFILRATIO,CAMPOSOFFSMM,CAMXFOVMM,CAMYFOVMM,CAMREFEDGE,CAMHT,YINCRCORE,COREHT,YWIDTH,XSTEPSIZE,TWDSPIX,THDRWDS,TIROFFSMM,TRAYTIM,FFOFFS,FCONSTANT,FROFFS,SPEEDCAL,XACCEL,TWVLST,TWVLEND,CASEID,TRAYTYPE.1,FILENAME,EXECUTABLE,COMMENT,LOGGER,SPECSERNO,SWVERSION,TRAYNOTE
15/01/2020,9:13:08 AM,19301.01563,0.0315284,0.0586031,22.0846462,18.6972351,20.4164429,0.0982143,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4788.594727,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\January_2020\15Jan2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
15/01/2020,5:41:00 PM,19315.66797,0.0340012,0.0535118,26.7288895,24.7135925,25.1870708,0.0988756,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4796.961426,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\January_2020\15Jan2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
16/01/2020,12:26:27 PM,19298.86719,0.0325385,0.0589175,22.3246517,19.0395737,20.6114292,0.1065845,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4797.793945,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\January_2020\16Jan2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
16/01/2020,5:11:18 PM,19296.95898,0.0354838,0.0556538,25.6630974,22.9758606,23.8989143,0.1040554,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4802.540039,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\January_2020\16Jan2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
22/01/2020,1:54:42 PM,19281.51367,0.034146,0.0579388,23.9184093,20.5207119,22.2975273,0.1120059,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,26,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4803.943359,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\January_2020\22Jan2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
22/01/2020,5:39:38 PM,19282.16211,0.0351875,0.0545863,26.3271809,23.6508045,24.6580315,0.1004636,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4807.689941,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\January_2020\22Jan2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
24/01/2020,11:02:39 AM,19334.24023,0.0339856,0.0573427,23.2607174,20.2773514,21.4685001,0.1085742,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4810.21582,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\January_2020\24Jan2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
24/01/2020,5:18:57 PM,19315.67578,0.0354943,0.0547845,25.7840748,23.1265316,24.0000267,0.1045741,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4816.478516,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\January_2020\24Jan2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
29/01/2020,11:40:44 AM,19331.10547,0.0346917,0.0562836,23.8373585,20.8281746,22.1609192,0.0983553,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4819.560547,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\January_2020\29Jan2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
29/01/2020,6:17:34 PM,19334.13672,0.0348232,0.0536458,26.7279243,24.077837,24.902071,0.1005414,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4826.165039,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\January_2020\29Jan2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
5/02/2020,9:53:34 AM,19689.83984,0.0357702,0.0570522,23.7404118,20.4090023,21.9582386,0.1034219,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4828.069824,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\February_2020\05Feb2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
7/02/2020,9:41:11 AM,19723.75195,0.0351199,0.0578508,22.4199448,19.1925983,20.7554989,0.1035611,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4836.680664,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\February_2020\07Feb2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
7/02/2020,7:51:55 PM,19704.35938,0.0332104,0.0550138,25.2039909,22.5474319,23.3823833,0.09932,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4846.858398,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\February_2020\07Feb2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
10/02/2020,9:23:17 AM,19703.41211,0.0349517,0.0580439,22.3073387,18.9647408,20.5426712,0.1175996,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4847.984375,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\February_2020\10Feb2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
10/02/2020,3:33:43 PM,19852.73047,0.0326488,0.0545324,25.6459064,23.1597118,23.8509388,0.0988812,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4853.896973,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\February_2020\10Feb2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
12/02/2020,9:12:14 AM,19849.50586,0.0357039,0.0579712,22.3310146,18.9121246,20.5977211,0.0894965,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4854.731445,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\February_2020\12Feb2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
12/02/2020,1:35:18 PM,19847.1543,0.0328563,0.0540978,25.9908695,23.5024815,24.2078171,0.0996839,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4859.114746,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\February_2020\12Feb2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
18/02/2020,2:12:59 PM,19800.04297,0.0362293,0.0552399,24.3352032,21.4189243,22.7461071,0.1029789,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4865.782227,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\February_2020\18Feb2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
18/02/2020,4:23:49 PM,19797.25977,0.0341591,0.0538162,25.6076546,23.0468807,23.9944916,0.1021254,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4867.961426,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\February_2020\18Feb2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
19/02/2020,9:32:49 AM,19813.35547,0.0362031,0.0574109,22.0943546,18.7354488,20.3278809,0.1084826,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4868.96875,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\February_2020\19Feb2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
19/02/2020,6:00:02 PM,19796.02539,0.0330051,0.0537542,25.7478504,23.2001247,23.9822578,0.1121256,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4877.367188,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\February_2020\19Feb2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
21/02/2020,9:09:52 AM,19833.59961,0.0364326,0.0573928,22.3606606,18.9795704,20.5797825,0.1046649,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4878.581543,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\February_2020\21Feb2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
21/02/2020,3:46:34 PM,19817.77344,0.0328677,0.0544353,25.4812183,22.962677,23.8198738,0.1067626,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4885.19043,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\February_2020\21Feb2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
4/03/2020,9:57:20 AM,19840.63867,0.0364613,0.0577082,22.3582687,18.9138222,20.6872616,0.1203495,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4892.917481,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\March_2020\04Mar2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
4/03/2020,4:24:49 PM,19859.85938,0.0318131,0.0540046,25.6386719,23.0468998,23.9938984,0.0976619,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4899.372559,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\March_2020\04Mar2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
6/03/2020,9:59:37 AM,19867.42383,0.0362083,0.0573052,22.1908894,18.9844971,20.6229076,0.1363068,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4900.290527,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\March_2020\06Mar2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
6/03/2020,4:44:48 PM,19846.69727,0.0326103,0.0541843,25.4426823,23.0286484,23.7817879,0.1118961,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4907.041992,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\March_2020\06Mar2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
18/03/2020,9:39:58 AM,19865.31445,0.0365224,0.0566633,22.5534,19.1648617,20.8647728,0.1148081,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4907.669922,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\March_2020\18Mar2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
18/03/2020,5:29:51 PM,19852.5625,0.031985,0.0537368,25.5183372,23.0070152,23.8889866,0.1149628,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4915.499023,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\March_2020\18Mar2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
19/03/2020,1:53:40 PM,19848.0957,0.0358097,0.0556322,23.6693764,20.5537109,21.9346256,0.0960159,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4917.199219,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\March_2020\19Mar2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
19/03/2020,4:03:31 PM,19851.77734,0.0326261,0.0537312,25.5411816,22.8801308,23.7695484,0.1059344,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4919.362793,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\March_2020\19Mar2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
1/04/2020,9:52:46 AM,19847.05273,0.0363567,0.0559926,22.9152546,19.6651154,21.1545849,0.1091943,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4921.119141,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\April_2020\01Apr2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
1/04/2020,4:22:58 PM,19859.88281,0.0320866,0.0567597,25.4388885,22.8994293,23.6384411,0.0995998,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4927.619629,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\April_2020\01Apr2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
3/04/2020,10:47:12 AM,19859.34766,0.0352859,0.0553048,24.198164,20.9327278,22.419466,0.1132436,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4930.188477,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\April_2020\03Apr2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
3/04/2020,6:19:25 PM,19873.74805,0.0322921,0.053081,25.1966496,22.8908882,23.5598125,0.0988982,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4937.669922,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\April_2020\03Apr2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
7/04/2020,12:42:12 PM,19872.63672,0.0360073,0.054157,24.6415653,21.9498978,22.8840866,0.102892,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4941.005371,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\April_2020\07Apr2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
7/04/2020,5:39:56 PM,19872.17773,0.0354773,0.0539428,24.7644329,22.1677227,22.905859,0.0967327,536,5,255.5,555,0,50,340,8,160,3,1,1,2,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4945.854492,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\April_2020\07Apr2020\TESTROCKS&2.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
8/04/2020,11:19:26 AM,19872.72656,0.0357199,0.0539205,25.8437996,22.3855133,24.1375828,0.0997512,536,5,255.5,555,0,50,340,8,160,3,1,0,1,0.004,65,380,2500,1032,48,12,4,0.084,30,100,64,-100,6.5,120,112,800,80,45,260,25,410,10,200,4947.23584,1.5,-1.5,-5.1999998,1.025,300,6000,14500,TESTROCKS ,"TestRocks_puc,,,Core Length for wooden puck holder = 383mm.  New metal holder =340mm. ",D:\TestRocks\MRT Test Rocks 2020\April_2020\08Apr2020\TESTROCKS&1.SDS ,C:\HyLogger\HyLog3TIR7_3_74\HyLog3CoreTIR7_3_74A.exe\SWIFTTable66absc.vi , ,23,26,7.3.74 , 
