HyLogger,Scan_Date,Dataset_file,Mylar_1128.7,Mylar_1659.9,Mylar_1904.6,Mylar_2130.8,Mylar_2255.3,Mylar_2331.0,Mylar_2444.5,Pyro_ 951.0,Pyro_1235.0,Pyro_1394.0,Pyro_2082.0,Pyro_2168.0,Pyro_2322.0,Kaolin_1414.0,Kaolin_1913.0,Kaolin_2209.0,Talc_ 729.0,Talc_ 950.0,Talc_1279.0,Talc_1393.0,Talc_1532.0,Talc_2013.0,Talc_2132.0,Talc_2230.0,Talc_2313.0,Talc_2391.0,Talc_2467.0
HyLogger 3-2,2021-08-20 08:00:26,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-August2021-2021_08_20-TestRocks_1_tsgtray,1130.4,1659.9,1907.2,2131.2,2255.4,2331.6,2444.5,   0.0,   0.0,   0.0,   0.0,2156.9,   0.0,1414.6,1916.1,2207.4,   0.0, 950.5,1276.4,1392.2,1531.9,2011.9,2132.6,2229.3,   0.0,2387.2,2466.8
HyLogger 3-2,2021-08-23 15:41:39,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-August2021-2021_08_23-TestRockspm_1_tsgtray,1130.6,1659.9,1907.0,2131.2,2255.9,2331.7,2444.5,   0.0,1234.4,   0.0,   0.0,2157.6,   0.0,1414.5,1914.7,2207.4,   0.0,   0.0,   0.0,1392.2,1531.9,2011.9,2132.4,2229.4,   0.0,2387.7,2467.8
HyLogger 3-2,2021-08-23 08:05:01,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-August2021-2021_08_23-TestRocks_1_tsgtray,1130.6,1659.9,1907.2,2131.2,2255.7,2331.6,2444.5,   0.0,   0.0,   0.0,   0.0,2157.1,   0.0,1414.5,1916.8,2207.4,   0.0,   0.0,   0.0,1392.2,1531.9,2011.9,2132.4,2229.3,   0.0,2387.1,2466.8
HyLogger 3-2,2021-08-24 08:01:07,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-August2021-2021_08_24-TestRocks_1_tsgtray,1130.4,1659.9,1907.1,2131.2,2255.9,2331.6,2444.5,   0.0,1239.4,   0.0,   0.0,2156.8,   0.0,1414.5,1914.8,2207.4,   0.0, 950.5,1276.4,1392.2,1532.1,2011.9,2132.5,2229.3,   0.0,2387.8,2466.8
HyLogger 3-2,2021-08-26 15:44:20,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-August2021-2021_08_26-TestRockspm_1_tsgtray,1130.1,1659.9,1907.0,2131.2,2255.7,2331.6,2444.6,   0.0,1216.6,   0.0,   0.0,2156.7,   0.0,1414.6,1915.9,2207.8,   0.0,   0.0,1276.4,1392.2,1531.9,2012.0,2132.5,2229.4,   0.0,2388.1,2466.8
HyLogger 3-2,2021-08-26 08:17:59,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-August2021-2021_08_26-TestRocks_1_tsgtray,1130.6,1659.9,1907.1,2131.2,2255.5,2331.6,2444.5,   0.0,   0.0,   0.0,   0.0,2156.7,   0.0,1414.5,1915.7,2207.3,   0.0,   0.0,   0.0,1392.2,1531.9,2011.9,2132.6,2229.2,   0.0,2387.0,2466.8
HyLogger 3-2,2021-08-27 15:35:07,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-August2021-2021_08_27-TestRockspm_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.9,2331.7,2444.5,   0.0,1254.3,   0.0,   0.0,2156.5,   0.0,1414.5,1915.6,2207.4,   0.0, 950.7,1276.4,1392.2,1531.9,2012.0,2132.7,2229.4,   0.0,2388.0,2466.9
HyLogger 3-2,2021-08-27 07:56:48,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-August2021-2021_08_27-TestRocks_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.8,2331.6,2444.5,   0.0,1261.8,   0.0,   0.0,2156.1,   0.0,1414.6,1915.8,2207.7,   0.0, 950.7,1276.4,1392.2,1531.9,2011.9,2132.4,2229.3,   0.0,2387.1,2466.8
HyLogger 3-2,2021-08-30 15:24:48,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-August2021-2021_08_30-TestRockspm_1_tsgtray,1130.2,1659.9,1907.1,2131.2,2255.7,2331.7,2444.6,   0.0,1230.7,   0.0,   0.0,2157.2,   0.0,1414.5,1914.9,2207.4,   0.0, 950.6,1276.4,1392.2,1531.9,2011.9,2132.5,2229.4,   0.0,2388.0,2466.8
HyLogger 3-2,2021-08-30 07:55:50,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-August2021-2021_08_30-TestRocks_1_tsgtray,1130.1,1659.9,1907.1,2131.2,2255.7,2331.7,2444.5,   0.0,   0.0,   0.0,   0.0,2157.2,   0.0,1414.6,1915.0,2207.7,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.6,2229.3,   0.0,2387.2,2466.8
HyLogger 3-2,2021-08-31 15:26:11,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-August2021-2021_08_31-TestRockspm_1_tsgtray,1130.3,1659.9,1907.1,2131.2,2255.9,2331.7,2444.6, 968.5,1235.6,   0.0,   0.0,2157.1,   0.0,1414.5,1915.0,2207.5,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.6,2229.3,   0.0,2388.1,2466.8
HyLogger 3-2,2021-08-31 08:03:06,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-August2021-2021_08_31-TestRocks_1_tsgtray,1129.9,1659.9,1907.1,2131.2,2255.7,2331.6,2444.5,   0.0,1254.8,   0.0,   0.0,2156.2,   0.0,1414.5,1912.9,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.5,2229.4,   0.0,2387.9,2466.8
HyLogger 3-2,2021-07-06 08:05:08,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_06-TestRocks_1_tsgtray,1130.0,1659.9,1907.1,2131.2,2255.6,2331.6,2444.5, 952.2,1232.6,1393.3,   0.0,2165.8,2322.4,1414.6,1915.3,2207.5,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.5,2229.3,   0.0,2387.2,2466.8
HyLogger 3-2,2021-07-08 15:19:20,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_08-TestRockspm_1_tsgtray,1129.8,1659.9,1907.1,2131.2,2255.7,2331.7,2444.5, 952.1,1232.7,1393.2,   0.0,2165.9,2322.3,1414.5,1914.5,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2012.0,2132.5,2229.3,   0.0,2387.2,2466.8
HyLogger 3-2,2021-07-08 08:38:33,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_08-TestRocks_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.6,2331.6,2444.5, 951.6,1232.7,1393.3,   0.0,2165.8,2322.3,1414.5,1916.2,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.5,2229.3,   0.0,2388.0,2466.8
HyLogger 3-2,2021-07-09 15:29:46,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_09-TestRockspm_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.9,2331.7,2444.6, 952.2,1232.8,1393.3,   0.0,2165.8,2319.8,1414.5,1914.6,2207.5,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.7,2229.4,   0.0,2387.8,2466.8
HyLogger 3-2,2021-07-09 08:03:25,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_09-TestRocks_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.8,2331.6,2444.5, 952.0,1232.6,1393.7,   0.0,2163.6,   0.0,1414.6,1914.5,2207.4,   0.0,   0.0,1276.4,1392.2,1531.8,2011.9,2132.5,2229.4,   0.0,2388.3,2466.8
HyLogger 3-2,2021-07-12 15:38:35,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_12-TestRockspm_1_tsgtray,   0.0,1659.9,1907.0,2131.2,2255.9,2331.7,2444.5, 952.1,1232.5,1393.4,2079.5,2165.7,2322.3,1414.5,1915.2,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2012.0,2132.5,2229.4,   0.0,2387.1,2466.8
HyLogger 3-2,2021-07-12 07:58:25,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_12-TestRocks_1_tsgtray,1130.0,1659.9,1907.1,2131.2,2255.7,2331.6,2444.5, 952.2,1232.5,1393.3,   0.0,2165.8,2322.2,1414.6,1914.0,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.5,2229.3,   0.0,2388.0,2466.8
HyLogger 3-2,2021-07-13 15:42:09,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_13-TestRockspm_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.8,2331.6,2444.5, 952.5,1232.6,1393.4,   0.0,2166.0,2322.3,1414.5,1914.9,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.6,2229.3,   0.0,2387.4,2466.8
HyLogger 3-2,2021-07-13 07:57:53,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_13-TestRocks_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.8,2331.6,2444.6, 952.0,1232.6,1393.3,   0.0,2165.9,2322.2,1414.5,1915.3,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.5,2229.3,   0.0,2387.2,2466.8
HyLogger 3-2,2021-07-15 08:07:20,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_15-TestRocks_1_tsgtray,1129.9,1659.9,1907.1,2131.2,2255.7,2331.6,2444.5,   0.0,1223.1,   0.0,   0.0,2156.9,   0.0,1414.5,1915.7,2207.4,   0.0,   0.0,1276.4,1392.2,1531.8,2011.9,2132.4,2229.3,   0.0,2387.2,2466.8
HyLogger 3-2,2021-07-16 15:31:31,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_16-TestRockspm_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.9,2331.7,2444.5, 952.3,1232.6,1393.5,   0.0,2166.0,2322.2,1414.6,1915.3,2207.4,   0.0, 950.7,1276.4,1392.2,1532.0,2012.0,2132.6,2229.3,   0.0,2387.2,2466.8
HyLogger 3-2,2021-07-16 08:05:11,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_16-TestRocks_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.8,2331.6,2444.5, 952.0,1232.7,1393.3,   0.0,2165.8,2322.3,1414.6,1915.5,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.4,2229.3,   0.0,2387.9,2466.8
HyLogger 3-2,2021-07-19 15:44:52,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_19-TestRockspm_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.8,2331.6,2444.6,   0.0,1235.6,   0.0,   0.0,2157.4,   0.0,1414.6,1914.9,2207.7,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.6,2229.4,   0.0,2387.2,2466.8
HyLogger 3-2,2021-07-19 08:04:20,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_19-TestRocks_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.8,2331.6,2444.5, 952.3,1232.6,1393.2,   0.0,2165.8,2320.1,1414.6,1915.7,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.6,2229.3,   0.0,2387.3,2466.8
HyLogger 3-2,2021-07-20 14:26:52,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_20-Test1_2_tsgtray,   0.0,1659.9,1907.1,2131.3,2255.7,2331.7,2444.6,   0.0,1247.5,   0.0,   0.0,2155.9,   0.0,1414.5,1915.2,2207.4,   0.0,   0.0,1276.4,1392.2,1532.0,2011.9,2132.7,2229.2,   0.0,2387.0,2466.8
HyLogger 3-2,2021-07-20 15:04:13,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_20-Test1_3_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.8,2331.7,2444.5,   0.0,1266.4,   0.0,   0.0,2157.4,   0.0,1414.5,1915.2,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2012.0,2132.7,2229.4,   0.0,2388.3,2466.8
HyLogger 3-2,2021-07-20 08:05:45,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_20-TestRocks_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.8,2331.6,2444.5, 952.2,1232.6,1393.3,   0.0,2165.8,2322.3,1414.5,1913.7,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.5,2229.3,   0.0,2387.7,2466.8
HyLogger 3-2,2021-07-22 15:42:22,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_22-TestRockspm_1_tsgtray,1130.1,1659.9,1907.1,2131.2,2255.8,2331.6,2444.6, 951.6,1254.1,   0.0,   0.0,2157.0,   0.0,1414.5,1915.5,2207.5,   0.0, 950.7,1276.4,1392.2,1531.9,2012.0,2132.5,2229.4,   0.0,2388.0,2466.8
HyLogger 3-2,2021-07-22 08:04:58,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_22-TestRocks_1_tsgtray,1129.9,1659.9,1907.1,2131.2,2255.8,2331.6,2444.5, 952.3,1232.6,1393.7,   0.0,2163.4,   0.0,1414.5,1916.0,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.5,2229.3,   0.0,2387.2,2466.8
HyLogger 3-2,2021-07-23 15:41:38,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_23-TestRockspm_1_tsgtray,1129.8,1659.9,1907.1,2131.2,2256.0,2331.6,2444.6,   0.0,1254.2,   0.0,   0.0,2157.5,   0.0,1414.6,1915.0,2207.4,   0.0, 950.6,1276.4,1392.2,1531.9,2012.0,2132.5,2229.4,   0.0,2387.0,2466.8
HyLogger 3-2,2021-07-23 09:25:27,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_23-TestRocks_1_tsgtray,1129.9,1659.9,1907.1,2131.2,2255.8,2331.6,2444.5,   0.0,   0.0,   0.0,   0.0,2156.1,   0.0,1414.5,1915.4,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.5,2229.3,   0.0,2387.0,2466.8
HyLogger 3-2,2021-07-26 15:20:21,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_26-TestRockspm_1_tsgtray,   0.0,1659.9,1907.0,2131.3,2255.9,2331.7,2444.6,   0.0,1251.9,   0.0,   0.0,2156.7,   0.0,1414.5,1915.0,2207.5,   0.0, 950.7,1276.4,1392.2,1531.9,2012.0,2132.7,2229.4,   0.0,2388.0,2466.8
HyLogger 3-2,2021-07-26 07:58:23,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_26-TestRocks_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.7,2331.7,2444.5,   0.0,1248.7,   0.0,   0.0,2155.9,   0.0,1414.5,1915.6,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.8,2229.3,   0.0,2388.0,2466.8
HyLogger 3-2,2021-07-27 15:25:24,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_27-TestRockspm_1_tsgtray,1129.8,1659.9,1907.1,2131.3,2255.7,2331.7,2444.6,   0.0,1265.6,   0.0,   0.0,2157.0,   0.0,1414.5,1915.7,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2012.0,2132.5,2229.4,   0.0,2386.9,2466.8
HyLogger 3-2,2021-07-27 08:19:51,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_27-TestRocks_1_tsgtray,1129.8,1659.9,1907.0,2131.2,2255.8,2331.7,2444.5,   0.0,1256.7,   0.0,   0.0,2156.7,   0.0,1414.5,1916.3,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.6,2229.3,   0.0,2387.8,2466.8
HyLogger 3-2,2021-07-29 15:42:42,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_29-TestRockspm_1_tsgtray,1129.9,1659.9,1907.1,2131.2,2255.9,2331.7,2444.6,   0.0,1266.1,   0.0,   0.0,2156.9,   0.0,1414.6,1915.8,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2012.0,2132.8,2229.4,   0.0,2387.8,2466.8
HyLogger 3-2,2021-07-29 08:04:17,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_29-TestRocks_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.7,2331.6,2444.5,   0.0,1248.8,   0.0,   0.0,2156.5,   0.0,1414.5,1914.7,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.6,2229.3,   0.0,2387.2,2466.8
HyLogger 3-2,2021-07-30 15:42:12,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_30-TestRockspm_1_tsgtray,1129.9,1659.9,1907.0,2131.2,2255.8,2331.6,2444.5,   0.0,1249.8,   0.0,   0.0,2155.9,   0.0,1414.6,1914.9,2207.7,   0.0,   0.0,1276.4,1392.2,1532.0,2011.9,2132.6,2229.3,   0.0,2388.3,2466.8
HyLogger 3-2,2021-07-30 08:10:23,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-July2021-2021_07_30-TestRocks_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.8,2331.6,2444.5,   0.0,   0.0,   0.0,   0.0,2156.6,   0.0,1414.4,1914.4,2207.3,   0.0,   0.0,1276.4,1392.2,1531.9,2012.0,2132.4,2229.3,   0.0,2388.0,2466.8
HyLogger 3-2,2021-06-01 15:43:05,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_01-TestRockspm_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.8,2331.7,2444.5, 952.3,1232.4,1393.3,   0.0,2165.9,2322.3,1414.5,1916.5,2207.4,   0.0, 950.6,1276.4,1392.2,1531.9,2011.9,2132.5,2229.3,   0.0,2387.9,2466.8
HyLogger 3-2,2021-06-01 08:01:18,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_01-TestRocks_1_tsgtray,1130.5,1659.9,1907.1,2131.2,2255.7,2331.6,2444.5,   0.0,1235.9,   0.0,   0.0,2157.5,   0.0,1414.6,1915.8,2207.3,   0.0,   0.0,1276.4,1392.2,1531.8,2011.8,2132.5,2229.3,   0.0,2388.0,2467.8
HyLogger 3-2,2021-06-03 15:37:10,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_03-TestRockspm_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.8,2331.7,2444.5, 951.9,1232.6,1393.3,   0.0,2165.8,2322.3,1414.5,1915.4,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.6,2229.3,   0.0,2387.9,2466.8
HyLogger 3-2,2021-06-03 07:56:46,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_03-TestRocks_1_tsgtray,1130.1,1659.9,1907.1,2131.2,2255.6,2331.5,2444.5, 951.7,1232.5,1393.7,   0.0,2163.4,   0.0,1414.5,1916.4,2207.4,   0.0, 950.6,   0.0,1392.2,1531.9,2011.9,2132.3,2229.3,   0.0,2387.9,2466.8
HyLogger 3-2,2021-06-04 14:51:18,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_04-TestRockspm_1_tsgtray,1129.9,1659.9,1907.1,2131.2,2255.8,2331.6,2444.5,   0.0,   0.0,   0.0,   0.0,2156.2,   0.0,1414.6,1915.1,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.5,2229.3,   0.0,2387.7,2466.8
HyLogger 3-2,2021-06-04 08:00:52,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_04-TestRocks_1_tsgtray,1130.6,1659.9,1907.1,2131.2,2255.6,2331.6,2444.5,   0.0,   0.0,   0.0,   0.0,2156.9,   0.0,1414.6,1915.6,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.4,2229.3,   0.0,2388.0,2466.8
HyLogger 3-2,2021-06-10 15:44:39,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_10-TestRockspm_1_tsgtray,   0.0,1659.9,1907.0,2131.2,2255.8,2331.6,2444.5,   0.0,1237.7,   0.0,   0.0,2156.7,   0.0,1414.5,1915.1,2207.7,   0.0,   0.0,1276.4,1392.2,1531.9,2012.0,2132.6,2229.3,   0.0,2388.1,2466.8
HyLogger 3-2,2021-06-10 08:14:12,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_10-TestRocks_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.7,2331.7,2444.5,   0.0,1234.9,   0.0,   0.0,2157.3,   0.0,1414.5,1915.7,2207.4,   0.0, 950.7,1276.4,1392.2,1531.9,2011.9,2132.5,2229.3,   0.0,2387.9,2466.8
HyLogger 3-2,2021-06-11 15:42:05,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_11-TestRockspm_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.7,2331.7,2444.5,   0.0,1255.4,   0.0,   0.0,2157.4,   0.0,1414.5,1915.6,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2012.0,2132.4,2229.4,   0.0,2388.3,2466.8
HyLogger 3-2,2021-06-11 07:58:39,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_11-TestRocks_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.8,2331.6,2444.5,   0.0,   0.0,   0.0,   0.0,2156.9,   0.0,1414.5,1914.5,2207.7,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.5,2229.3,   0.0,2387.6,2466.8
HyLogger 3-2,2021-06-14 15:22:41,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_14-TestRockspm_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.7,2331.7,2444.5,   0.0,1236.5,   0.0,   0.0,2157.0,   0.0,1414.6,1915.5,2207.4,   0.0,   0.0,   0.0,1392.2,1532.0,2012.0,2132.6,2229.4,   0.0,2388.1,2466.8
HyLogger 3-2,2021-06-14 08:11:44,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_14-TestRocks_1_tsgtray,1130.4,1659.9,1907.1,2131.2,2255.7,2331.6,2444.5,   0.0,1217.5,   0.0,   0.0,2156.2,   0.0,1414.5,1916.5,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.4,2229.3,   0.0,2388.4,2466.8
HyLogger 3-2,2021-06-15 15:44:32,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_15-TestRockspm_1_tsgtray,1130.4,1659.9,1907.1,2131.2,2255.6,2331.6,2444.5, 951.8,1232.7,1393.8,   0.0,2163.4,   0.0,1414.6,1915.5,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2012.0,2132.5,2229.3,   0.0,2388.2,2466.8
HyLogger 3-2,2021-06-15 08:11:35,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_15-TestRocks_2_tsgtray,1130.8,1659.9,1907.1,2131.2,2255.8,2331.6,2444.5, 951.4,1232.6,1393.7,   0.0,2163.4,2332.6,1414.6,1916.2,2207.4,   0.0,   0.0,   0.0,1392.2,1531.9,2011.9,2132.5,2229.3,   0.0,2387.2,2466.8
HyLogger 3-2,2021-06-17 15:45:47,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_17-TestRockspm_1_tsgtray,1130.0,1659.9,1907.1,2131.2,2255.7,2331.7,2444.5, 951.8,1232.5,1393.3,   0.0,2165.8,2319.7,1414.5,1916.4,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.6,2229.4,   0.0,2387.8,2466.8
HyLogger 3-2,2021-06-17 08:03:16,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_17-TestRocks_1_tsgtray,1130.7,1659.9,1907.1,2131.2,2255.7,2331.6,2444.5,   0.0,1218.7,   0.0,   0.0,2156.6,   0.0,1414.5,1914.8,2207.4,   0.0, 950.6,1276.4,1392.2,1531.9,2011.9,2132.4,2229.3,   0.0,2387.1,2466.8
HyLogger 3-2,2021-06-18 15:16:25,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_18-TestRockspm_1_tsgtray,1130.5,1659.9,1907.1,2131.2,2255.6,2331.7,2444.5, 951.9,1232.7,1393.9,   0.0,2163.3,   0.0,1414.5,1915.6,2207.4,   0.0, 950.8,1276.4,1392.2,1531.9,2011.9,2132.4,2229.4,   0.0,2387.9,2466.8
HyLogger 3-2,2021-06-18 08:04:07,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_18-TestRocks_1_tsgtray,1130.9,1659.9,1907.1,2131.2,2255.7,2331.6,2444.5, 952.1,1232.5,1393.8,   0.0,2163.4,   0.0,1414.6,1915.4,2207.4,   0.0,   0.0,   0.0,1392.2,1531.9,2011.9,2132.5,2229.4,   0.0,2387.6,2466.8
HyLogger 3-2,2021-06-21 15:46:30,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_21-TestRockspm_1_tsgtray,1130.2,1659.9,1907.1,2131.2,2255.8,2331.7,2444.6, 952.8,1232.7,1393.7,   0.0,2163.5,   0.0,1414.5,1915.2,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2012.0,2132.5,2229.4,   0.0,2387.3,2466.8
HyLogger 3-2,2021-06-21 08:22:24,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_21-TestRocks_2_tsgtray,1130.6,1659.9,1907.0,2131.2,2255.7,2331.6,2444.5,   0.0,1218.2,   0.0,   0.0,2156.2,   0.0,1414.6,1915.0,2207.4,   0.0,   0.0,1276.4,1392.2,1532.0,2011.9,2132.4,2229.3,   0.0,2387.3,2467.8
HyLogger 3-2,2021-06-22 15:33:31,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_22-TestRockspm_1_tsgtray,   0.0,1659.9,1907.1,2131.2,2255.9,2331.7,2444.5, 951.8,1232.8,1393.7,   0.0,2163.5,   0.0,1414.5,1914.2,2207.4,   0.0,   0.0,1276.4,1392.2,1531.9,2011.9,2132.6,2229.3,   0.0,2387.2,2466.8
HyLogger 3-2,2021-06-22 08:05:02,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_22-TestRocks_1_tsgtray,1129.9,1659.9,1907.0,2131.2,2255.9,2331.6,2444.5,   0.0,1234.6,   0.0,   0.0,2156.5,   0.0,1414.6,1915.2,2207.4,   0.0, 950.6,1276.4,1392.2,1531.9,2011.9,2132.4,2229.3,   0.0,2388.2,2466.8
HyLogger 3-2,2021-06-24 15:44:13,C:\Lingbo\IanLau\runtsg\working\GSWATestRocks-June2021-2021_06_24-TestRockspm_1_tsgtray,1129.9,1659.9,1907.1,2131.2,2255.8,2331.7,2444.5,   0.0,1248.2,   0.0,   0.0,2156.7,   0.0,1414.5,1915.4,2207.4,   0.0, 950.7,1276.4,1392.2,1531.9,2012.0,2132.6,2229.4,   0.0,2387.2,2466.8
